id	County	rgo_code	RGOCodeSt	rgo_code_no	name	SPMMMSANAME		Color
42101	Philadelphia County	PA01	PA	01	Delaware Valley Regional Planning Commission	PA01	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	#993955
42103	Pike County	PA07	PA	07	Northeastern Pennsylvania Alliance	NY51	New York-Newark-Jersey City, NY-NJ-PA	#30212E
42125	Washington County	PA02	PA	02	Southwestern Pennsylvania Commission	PA02	Pittsburgh, PA	#AE76A6
42129	Westmoreland County	PA02	PA	02	Southwestern Pennsylvania Commission	PA02	Pittsburgh, PA	#AE76A6
42133	York County	PA55	PA	55	NONE	PA55	York-Hanover, PA	 #987981
45003	Aiken County	SC06	SC	06	Lower Savannah Council of Governments	GA08	Augusta-Richmond County, GA-SC	#2A1018
45007	Anderson County	SC02	SC	02	Appalachian Council of Governments	SC02	Greenville-Anderson-Mauldin, SC	#AE76A6
45013	Beaufort County	SC05	SC	05	Lowcountry Council of Governments	SC05	Hilton Head Island-Bluffton-Beaufort, SC	#E9ECF5
45015	Berkeley County	SC03	SC	03	Berkeley-Charleston-Dorchester Council of Governments	SC03	Charleston-North Charleston, SC	#A3C3D9
45017	Calhoun County	SC06	SC	06	Lower Savannah Council of Governments	SC01	Columbia, SC	#2A1018
45019	Charleston County	SC03	SC	03	Berkeley-Charleston-Dorchester Council of Governments	SC03	Charleston-North Charleston, SC	#A3C3D9
45023	Chester County	SC04	SC	04	Catawba Regional Council of Governments	NC01	Charlotte-Concord-Gastonia, NC-SC	#CCD6EB
45031	Darlington County	SC07	SC	07	Pee Dee Regional Council of Governments	SC07	Florence, SC	#30212E
45035	Dorchester County	SC03	SC	03	Berkeley-Charleston-Dorchester Council of Governments	SC03	Charleston-North Charleston, SC	#A3C3D9
45037	Edgefield County	SC09	SC	09	Upper Savannah Council of Governments	GA08	Augusta-Richmond County, GA-SC	#383B41
45039	Fairfield County	SC01	SC	01	Central Midlands Council of Governments	SC01	Columbia, SC	#993955
45041	Florence County	SC07	SC	07	Pee Dee Regional Council of Governments	SC07	Florence, SC	#30212E
45045	Greenville County	SC02	SC	02	Appalachian Council of Governments	SC02	Greenville-Anderson-Mauldin, SC	#AE76A6
45051	Horry County	SC10	SC	10	Waccamaw Regional Council of Governments	SC10	Myrtle Beach-Conway-North Myrtle Beach, SC-NC	#404143
45053	Jasper County	SC05	SC	05	Lowcountry Council of Governments	SC05	Hilton Head Island-Bluffton-Beaufort, SC	#E9ECF5
45055	Kershaw County	SC08	SC	08	Santee-Lynches Regional Council of Governments	SC01	Columbia, SC	#2D363C
45057	Lancaster County	SC04	SC	04	Catawba Regional Council of Governments	NC01	Charlotte-Concord-Gastonia, NC-SC	#CCD6EB
45059	Laurens County	SC09	SC	09	Upper Savannah Council of Governments	SC02	Greenville-Anderson-Mauldin, SC	#383B41
45063	Lexington County	SC01	SC	01	Central Midlands Council of Governments	SC01	Columbia, SC	#993955
45077	Pickens County	SC02	SC	02	Appalachian Council of Governments	SC02	Greenville-Anderson-Mauldin, SC	#AE76A6
45079	Richland County	SC01	SC	01	Central Midlands Council of Governments	SC01	Columbia, SC	#993955
45081	Saluda County	SC09	SC	09	Upper Savannah Council of Governments	SC01	Columbia, SC	#383B41
45083	Spartanburg County	SC02	SC	02	Appalachian Council of Governments	SC02	Spartanburg, SC	#AE76A6
45085	Sumter County	SC08	SC	08	Santee-Lynches Regional Council of Governments	SC08	Sumter, SC	#2D363C
45087	Union County	SC04	SC	04	Catawba Regional Council of Governments	SC02	Spartanburg, SC	#CCD6EB
45091	York County	SC04	SC	04	Catawba Regional Council of Governments	NC01	Charlotte-Concord-Gastonia, NC-SC	#CCD6EB
46033	Custer County	SD02	SD	02	Black Hills Council of Governments	SD02	Rapid City, SD	#AE76A6
46083	Lincoln County	SD01	SD	01	South Eastern Council of Governments	SD01	Sioux Falls, SD	#993955
46087	McCook County	SD01	SD	01	South Eastern Council of Governments	SD01	Sioux Falls, SD	#993955
46099	Minnehaha County	SD01	SD	01	South Eastern Council of Governments	SD01	Sioux Falls, SD	#993955
46103	Pennington County	SD02	SD	02	Black Hills Council of Governments	SD02	Rapid City, SD	#AE76A6
46125	Turner County	SD01	SD	01	South Eastern Council of Governments	SD01	Sioux Falls, SD	#993955
46127	Union County	SD01	SD	01	South Eastern Council of Governments	IW12	Sioux City, IA-NE-SD	#993955
47001	Anderson County	TN01	TN	01	East Tennessee Development District	TN01	Knoxville, TN	#993955
47009	Blount County	TN01	TN	01	East Tennessee Development District	TN01	Knoxville, TN	#993955
47011	Bradley County	TN08	TN	08	Southeast Tennessee Development District	TN08	Cleveland, TN	#2D363C
47013	Campbell County	TN01	TN	01	East Tennessee Development District	TN01	Knoxville, TN	#993955
47019	Carter County	TN09	TN	09	First Tenessee Development District	TN09	Johnson City, TN	#383B41
47023	Chester County	TN05	TN	05	Southwest Tennessee Development District	TN05	Jackson, TN	#E9ECF5
47033	Crockett County	TN04	TN	04	Northwest Tennessee Development District	TN05	Jackson, TN	#CCD6EB
47047	Fayette County	TN02	TN	02	Memphis Area Association of Governments	TN02	Memphis, TN-MS-AR	#AE76A6
47057	Grainger County	TN01	TN	01	East Tennessee Development District	TN01	Knoxville, TN	#993955
47063	Hamblen County	TN01	TN	01	East Tennessee Development District	TN01	Morristown, TN	#993955
47065	Hamilton County	TN08	TN	08	Southeast Tennessee Development District	TN08	Chattanooga, TN-GA	#2D363C
47073	Hawkins County	TN09	TN	09	First Tenessee Development District	TN09	Kingsport-Bristol-Bristol, TN-VA	#383B41
47089	Jefferson County	TN01	TN	01	East Tennessee Development District	TN01	Morristown, TN	#993955
47093	Knox County	TN01	TN	01	East Tennessee Development District	TN01	Knoxville, TN	#993955
47105	Loudon County	TN01	TN	01	East Tennessee Development District	TN01	Knoxville, TN	#993955
47113	Madison County	TN05	TN	05	Southwest Tennessee Development District	TN05	Jackson, TN	#E9ECF5
47115	Marion County	TN08	TN	08	Southeast Tennessee Development District	TN08	Chattanooga, TN-GA	#2D363C
47125	Montgomery County	TN03	TN	03	Greater Nashville Regional Council 	TN03	Clarksville, TN-KY	#A3C3D9
47129	Morgan County	TN01	TN	01	East Tennessee Development District	TN01	Knoxville, TN	#993955
47139	Polk County	TN08	TN	08	Southeast Tennessee Development District	TN08	Cleveland, TN	#2D363C
47145	Roane County	TN01	TN	01	East Tennessee Development District	TN01	Knoxville, TN	#993955
47153	Sequatchie County	TN08	TN	08	Southeast Tennessee Development District	TN08	Chattanooga, TN-GA	#2D363C
47157	Shelby County	TN02	TN	02	Memphis Area Association of Governments	TN02	Memphis, TN-MS-AR	#AE76A6
47163	Sullivan County	TN09	TN	09	First Tenessee Development District	TN09	Kingsport-Bristol-Bristol, TN-VA	#383B41
47167	Tipton County	TN02	TN	02	Memphis Area Association of Governments	TN02	Memphis, TN-MS-AR	#AE76A6
47171	Unicoi County	TN09	TN	09	First Tenessee Development District	TN09	Johnson City, TN	#383B41
47173	Union County	TN01	TN	01	East Tennessee Development District	TN01	Knoxville, TN	#993955
47179	Washington County	TN09	TN	09	First Tenessee Development District	TN09	Johnson City, TN	#383B41
48007	Aransas County	TX20	TX	20	Coastal Bend Council of Governments	TX20	Corpus Christi, TX	#B3B3B6
48009	Archer County	TX03	TX	03	Nortex Regional Planning Commission	TX03	Wichita Falls, TX	#A3C3D9
48011	Armstrong County	TX01	TX	01	Panhandle Regional Planning Commission	TX01	Amarillo, TX	#993955
48013	Atascosa County	TX18	TX	18	Alamo Area Council of Governments	TX18	San Antonio-New Braunfels, TX	#9BA6AD
48015	Austin County	TX16	TX	16	Houston-Galveston Area Council	TX16	Houston-The Woodlands-Sugar Land, TX	 #987981
48019	Bandera County	TX18	TX	18	Alamo Area Council of Governments	TX18	San Antonio-New Braunfels, TX	#9BA6AD
48021	Bastrop County	TX12	TX	12	Capital Area Council of Governments	TX12	Austin-Round Rock, TX	#DAC0D6
48027	Bell County	TX23	TX	23	Central Texas Council of Governments	TX23	Killeen-Temple, TX	#61686C
48029	Bexar County	TX18	TX	18	Alamo Area Council of Governments	TX18	San Antonio-New Braunfels, TX	#9BA6AD
48037	Bowie County	TX05	TX	05	Ark-Tex Area Council of Governments	TX05	Texarkana, TX-AR	#E9ECF5
48039	Brazoria County	TX16	TX	16	Houston-Galveston Area Council	TX16	Houston-The Woodlands-Sugar Land, TX	 #987981
48041	Brazos County	TX13	TX	13	Brazos Valley Council of Governments	TX13	College Station-Bryan, TX	#D5E3ED
48051	Burleson County	TX13	TX	13	Brazos Valley Council of Governments	TX13	College Station-Bryan, TX	#D5E3ED
48055	Caldwell County	TX12	TX	12	Capital Area Council of Governments	TX12	Austin-Round Rock, TX	#DAC0D6
48059	Callahan County	TX07	TX	07	West Central Texas Council of Governments	TX07	Abilene, TX	#30212E
48061	Cameron County	TX21	TX	21	Lower Rio Grande Development Council	TX21	Brownsville-Harlingen, TX	#5F4B51
48065	Carson County	TX01	TX	01	Panhandle Regional Planning Commission	TX01	Amarillo, TX	#993955
48071	Chambers County	TX16	TX	16	Houston-Galveston Area Council	TX16	Houston-The Woodlands-Sugar Land, TX	 #987981
48077	Clay County	TX03	TX	03	Nortex Regional Planning Commission	TX03	Wichita Falls, TX	#A3C3D9
48085	Collin County	TX04	TX	04	North Central Texas Council of Governments	TX04	Dallas-Fort Worth-Arlington, TX	#CCD6EB
48091	Comal County	TX18	TX	18	Alamo Area Council of Governments	TX18	San Antonio-New Braunfels, TX	#9BA6AD
48099	Coryell County	TX23	TX	23	Central Texas Council of Governments	TX23	Killeen-Temple, TX	#61686C
48107	Crosby County	TX02	TX	02	South Plains Association of Governments	TX02	Lubbock, TX	#AE76A6
48113	Dallas County	TX04	TX	04	North Central Texas Council of Governments	TX04	Dallas-Fort Worth-Arlington, TX	#CCD6EB
48121	Denton County	TX04	TX	04	North Central Texas Council of Governments	TX04	Dallas-Fort Worth-Arlington, TX	#CCD6EB
48135	Ector County	TX09	TX	09	Permian Basin Regional Planning Commission	TX09	Odessa, TX	#383B41
48139	Ellis County	TX04	TX	04	North Central Texas Council of Governments	TX04	Dallas-Fort Worth-Arlington, TX	#CCD6EB
48141	El Paso County	TX08	TX	08	Rio Grande Council of Governments	TX08	El Paso, TX	#2D363C
48145	Falls County	TX11	TX	11	Heart of Texas Council of Governments	TX11	Waco, TX	#D0A5B1
48157	Fort Bend County	TX16	TX	16	Houston-Galveston Area Council	TX16	Houston-The Woodlands-Sugar Land, TX	 #987981
48167	Galveston County	TX16	TX	16	Houston-Galveston Area Council	TX16	Houston-The Woodlands-Sugar Land, TX	 #987981
48175	Goliad County	TX17	TX	17	Golden Crescent Regional Planning Commission	TX17	Victoria, TX	#9F8C9C
48181	Grayson County	TX22	TX	22	Texoma Council of Governments	TX22	Sherman-Denison, TX	#645862
48183	Gregg County	TX06	TX	06	East Texas Council of Governments	TX06	Longview, TX	#2A1018
48187	Guadalupe County	TX18	TX	18	Alamo Area Council of Governments	TX18	San Antonio-New Braunfels, TX	#9BA6AD
48199	Hardin County	TX15	TX	15	South East Texas Regional Planning Commission	TX15	Beaumont-Port Arthur, TX	#F5F6FA
48201	Harris County	TX16	TX	16	Houston-Galveston Area Council	TX16	Houston-The Woodlands-Sugar Land, TX	 #987981
48209	Hays County	TX12	TX	12	Capital Area Council of Governments	TX12	Austin-Round Rock, TX	#DAC0D6
48215	Hidalgo County	TX21	TX	21	Lower Rio Grande Development Council	TX21	McAllen-Edinburg-Mission, TX	#5F4B51
48221	Hood County	TX04	TX	04	North Central Texas Council of Governments	TX04	Dallas-Fort Worth-Arlington, TX	#CCD6EB
48229	Hudspeth County	TX08	TX	08	Rio Grande Council of Governments	TX08	El Paso, TX	#2D363C
48231	Hunt County	TX04	TX	04	North Central Texas Council of Governments	TX04	Dallas-Fort Worth-Arlington, TX	#CCD6EB
48235	Irion County	TX10	TX	10	Concho Valley Area Council of Governments	TX10	San Angelo, TX	#404143
48245	Jefferson County	TX15	TX	15	South East Texas Regional Planning Commission	TX15	Beaumont-Port Arthur, TX	#F5F6FA
48251	Johnson County	TX04	TX	04	North Central Texas Council of Governments	TX04	Dallas-Fort Worth-Arlington, TX	#CCD6EB
48253	Jones County	TX07	TX	07	West Central Texas Council of Governments	TX07	Abilene, TX	#30212E
48257	Kaufman County	TX04	TX	04	North Central Texas Council of Governments	TX04	Dallas-Fort Worth-Arlington, TX	#CCD6EB
48259	Kendall County	TX18	TX	18	Alamo Area Council of Governments	TX18	San Antonio-New Braunfels, TX	#9BA6AD
48281	Lampasas County	TX23	TX	23	Central Texas Council of Governments	TX23	Killeen-Temple, TX	#61686C
48291	Liberty County	TX16	TX	16	Houston-Galveston Area Council	TX16	Houston-The Woodlands-Sugar Land, TX	 #987981
48303	Lubbock County	TX02	TX	02	South Plains Association of Governments	TX02	Lubbock, TX	#AE76A6
48305	Lynn County	TX02	TX	02	South Plains Association of Governments	TX02	Lubbock, TX	#AE76A6
48309	McLennan County	TX11	TX	11	Heart of Texas Council of Governments	TX11	Waco, TX	#D0A5B1
48317	Martin County	TX09	TX	09	Permian Basin Regional Planning Commission	TX09	Midland, TX	#383B41
48325	Medina County	TX18	TX	18	Alamo Area Council of Governments	TX18	San Antonio-New Braunfels, TX	#9BA6AD
48329	Midland County	TX09	TX	09	Permian Basin Regional Planning Commission	TX09	Midland, TX	#383B41
48339	Montgomery County	TX16	TX	16	Houston-Galveston Area Council	TX16	Houston-The Woodlands-Sugar Land, TX	 #987981
48351	Newton County	TX14	TX	14	Deep East Texas Council of Governments	TX15	Beaumont-Port Arthur, TX	#E7ECF5
48355	Nueces County	TX20	TX	20	Coastal Bend Council of Governments	TX20	Corpus Christi, TX	#B3B3B6
48359	Oldham County	TX01	TX	01	Panhandle Regional Planning Commission	TX01	Amarillo, TX	#993955
48361	Orange County	TX15	TX	15	South East Texas Regional Planning Commission	TX15	Beaumont-Port Arthur, TX	#F5F6FA
48367	Parker County	TX04	TX	04	North Central Texas Council of Governments	TX04	Dallas-Fort Worth-Arlington, TX	#CCD6EB
48375	Potter County	TX01	TX	01	Panhandle Regional Planning Commission	TX01	Amarillo, TX	#993955
48381	Randall County	TX01	TX	01	Panhandle Regional Planning Commission	TX01	Amarillo, TX	#993955
48395	Robertson County	TX13	TX	13	Brazos Valley Council of Governments	TX13	College Station-Bryan, TX	#D5E3ED
48397	Rockwall County	TX04	TX	04	North Central Texas Council of Governments	TX04	Dallas-Fort Worth-Arlington, TX	#CCD6EB
48401	Rusk County	TX06	TX	06	East Texas Council of Governments	TX06	Longview, TX	#2A1018
48409	San Patricio County	TX20	TX	20	Coastal Bend Council of Governments	TX20	Corpus Christi, TX	#B3B3B6
48423	Smith County	TX06	TX	06	East Texas Council of Governments	TX06	Tyler, TX	#2A1018
48425	Somervell County	TX04	TX	04	North Central Texas Council of Governments	TX04	Dallas-Fort Worth-Arlington, TX	#CCD6EB
48439	Tarrant County	TX04	TX	04	North Central Texas Council of Governments	TX04	Dallas-Fort Worth-Arlington, TX	#CCD6EB
48441	Taylor County	TX07	TX	07	West Central Texas Council of Governments	TX07	Abilene, TX	#30212E
48451	Tom Green County	TX10	TX	10	Concho Valley Area Council of Governments	TX10	San Angelo, TX	#404143
48453	Travis County	TX12	TX	12	Capital Area Council of Governments	TX12	Austin-Round Rock, TX	#DAC0D6
48459	Upshur County	TX06	TX	06	East Texas Council of Governments	TX06	Longview, TX	#2A1018
48469	Victoria County	TX17	TX	17	Golden Crescent Regional Planning Commission	TX17	Victoria, TX	#9F8C9C
48473	Waller County	TX16	TX	16	Houston-Galveston Area Council	TX16	Houston-The Woodlands-Sugar Land, TX	 #987981
48479	Webb County	TX19	TX	19	South Texas Development Council	TX19	Laredo, TX	#A9ACB3
48485	Wichita County	TX03	TX	03	Nortex Regional Planning Commission	TX03	Wichita Falls, TX	#A3C3D9
48491	Williamson County	TX12	TX	12	Capital Area Council of Governments	TX12	Austin-Round Rock, TX	#DAC0D6
48493	Wilson County	TX18	TX	18	Alamo Area Council of Governments	TX18	San Antonio-New Braunfels, TX	#9BA6AD
48497	Wise County	TX04	TX	04	North Central Texas Council of Governments	TX04	Dallas-Fort Worth-Arlington, TX	#CCD6EB
49003	Box Elder County	UT04	UT	04	Bear River Association of Governments	UT01	Ogden-Clearfield, UT	#CCD6EB
49005	Cache County	UT04	UT	04	Bear River Association of Governments	UT04	Logan, UT-ID	#CCD6EB
49011	Davis County	UT01	UT	01	Wasatch Front Regional Council	UT01	Ogden-Clearfield, UT	#993955
49023	Juab County	UT05	UT	05	Six County Association of Governments	UT02	Provo-Orem, UT	#E9ECF5
49029	Morgan County	UT01	UT	01	Wasatch Front Regional Council	UT01	Ogden-Clearfield, UT	#993955
49035	Salt Lake County	UT01	UT	01	Wasatch Front Regional Council	UT01	Salt Lake City, UT	#993955
49045	Tooele County	UT01	UT	01	Wasatch Front Regional Council	UT01	Salt Lake City, UT	#993955
49049	Utah County	UT02	UT	02	Mountainland Association of Governments	UT02	Provo-Orem, UT	#AE76A6
49053	Washington County	UT03	UT	03	Five County Association of Governments	UT03	St. George, UT	#A3C3D9
49057	Weber County	UT01	UT	01	Wasatch Front Regional Council	UT01	Ogden-Clearfield, UT	#993955
51003	Albemarle County	VA11	VA	11	Thomas Jefferson Planning District Commission	VA11	Charlottesville, VA	#D0A5B1
51007	Amelia County	VA15	VA	15	Commonwealth Regional Council	VA02	Richmond, VA	#F5F6FA
51009	Amherst County	VA12	VA	12	Virginia's Region 2000 Local Government Council	VA12	Lynchburg, VA	#DAC0D6
51011	Appomattox County	VA12	VA	12	Virginia's Region 2000 Local Government Council	VA12	Lynchburg, VA	#DAC0D6
51013	Arlington County	DC01	DC	01	Metropolitan Washington Council of Governments	DC01	Washington-Arlington-Alexandria, DC-VA-MD-WV	#993955
51015	Augusta County	VA08	VA	08	Central Shenandoah Planning District Commission	VA08	Staunton-Waynesboro, VA	#2D363C
51019	Bedford County	VA12	VA	12	Virginia's Region 2000 Local Government Council	VA12	Lynchburg, VA	#DAC0D6
51023	Botetourt County	VA07	VA	07	Roanoke Valley-Alleghany Regional Commission	VA07	Roanoke, VA	#30212E
51029	Buckingham County	VA15	VA	15	Commonwealth Regional Council	VA11	Charlottesville, VA	#F5F6FA
51031	Campbell County	VA12	VA	12	Virginia's Region 2000 Local Government Council	VA12	Lynchburg, VA	#DAC0D6
51033	Caroline County	VA16	VA	16	George Washington Regional Commission	VA02	Richmond, VA	 #987981
51036	Charles City County	VA19	VA	19	Crater Planning District Commission	VA02	Richmond, VA	#A9ACB3
51041	Chesterfield County	VA02	VA	02	Richmond Regional Planning District	VA02	Richmond, VA	#AE76A6
51043	Clarke County	VA09	VA	09	Northern Shenandoah Valley Regional Commission	DC01	Washington-Arlington-Alexandria, DC-VA-MD-WV	#383B41
51045	Craig County	VA07	VA	07	Roanoke Valley-Alleghany Regional Commission	VA07	Roanoke, VA	#30212E
51047	Culpeper County	VA10	VA	10	Rappahannock-Rapidan Regional Council	DC01	Washington-Arlington-Alexandria, DC-VA-MD-WV	#404143
51053	Dinwiddie County	VA19	VA	19	Crater Planning District Commission	VA02	Richmond, VA	#A9ACB3
51059	Fairfax County	DC01	DC	01	Metropolitan Washington Council of Governments	DC01	Washington-Arlington-Alexandria, DC-VA-MD-WV	#993955
51061	Fauquier County	VA10	VA	10	Rappahannock-Rapidan Regional Council	DC01	Washington-Arlington-Alexandria, DC-VA-MD-WV	#404143
51063	Floyd County	VA06	VA	06	New River Valley Regional Commission	VA06	Blacksburg-Christiansburg-Radford, VA	#2A1018
51065	Fluvanna County	VA11	VA	11	Thomas Jefferson Planning District Commission	VA11	Charlottesville, VA	#D0A5B1
51067	Franklin County	VA07	VA	07	Roanoke Valley-Alleghany Regional Commission	VA07	Roanoke, VA	#30212E
